"fy_ef","org_id","org_name","sobj_en","expenditures" 
2016,122,"Department of Canadian Heritage","Information",8431561.79
2016,122,"Department of Canadian Heritage","Professional and special services",23255296.56
2016,122,"Department of Canadian Heritage","Rentals",4499707.43
2016,122,"Department of Canadian Heritage","Repair and maintenance",1060856.00
2016,122,"Department of Canadian Heritage","Utilities, materials and supplies",3942829.46
2016,122,"Department of Canadian Heritage","Acquisition of machinery and equipment",3889282.72
2016,122,"Department of Canadian Heritage","Transfer payments",1183586884.01
2016,122,"Department of Canadian Heritage","Other subsidies and payments",4066722.29
2016,122,"Department of Canadian Heritage","External revenues",-6931357.24
2016,122,"Department of Canadian Heritage","Internal revenues",-2738889.44
2016,123,"Department of Citizenship and Immigration","Personnel",527695607.62
2016,123,"Department of Citizenship and Immigration","Transportation and communications",54332684.85
2016,123,"Department of Citizenship and Immigration","Information",8396860.33
2016,123,"Department of Citizenship and Immigration","Professional and special services",391708867.52
2016,123,"Department of Citizenship and Immigration","Rentals",25182931.75
2016,123,"Department of Citizenship and Immigration","Repair and maintenance",8440869.65
2016,123,"Department of Citizenship and Immigration","Utilities, materials and supplies",34791551.97
2016,123,"Department of Citizenship and Immigration","Acquisition of machinery and equipment",10029137.55
2016,123,"Department of Citizenship and Immigration","Transfer payments",1187264670.87
2016,123,"Department of Citizenship and Immigration","Other subsidies and payments",20739110.58
2016,123,"Department of Citizenship and Immigration","External revenues",-664585878.75
2016,123,"Department of Citizenship and Immigration","Internal revenues",-3946165.02
2016,124,"Department of Finance","Personnel",81573755.68
2016,124,"Department of Finance","Transportation and communications",3099842.22
2016,124,"Department of Finance","Information",3279112.47
2016,124,"Department of Finance","Professional and special services",11171027.32
2016,124,"Department of Finance","Rentals",1336474.47
2016,124,"Department of Finance","Repair and maintenance",372278.38
2016,124,"Department of Finance","Utilities, materials and supplies",93961430.20
2016,124,"Department of Finance","Acquisition of machinery and equipment",1991109.84
2016,124,"Department of Finance","Transfer payments",67020968542.64
2016,124,"Department of Finance","Public debt charges",21165999156.14
2016,124,"Department of Finance","Other subsidies and payments",37909411.36
2016,124,"Department of Finance","Internal revenues",-109903.00
2016,125,"Department of Fisheries and Oceans","Personnel",910280832.02
2016,125,"Department of Fisheries and Oceans","Transportation and communications",67109519.12
2016,125,"Department of Fisheries and Oceans","Information",2555630.29
2016,125,"Department of Fisheries and Oceans","Professional and special services",465058281.33
2016,125,"Department of Fisheries and Oceans","Rentals",18802662.76
2016,125,"Department of Fisheries and Oceans","Repair and maintenance",209191896.64
2016,125,"Department of Fisheries and Oceans","Utilities, materials and supplies",103098877.78
2016,125,"Department of Fisheries and Oceans","Acquisition of land, buildings and works",288622198.64
2016,125,"Department of Fisheries and Oceans","Acquisition of machinery and equipment",204029961.86
2016,125,"Department of Fisheries and Oceans","Transfer payments",99552291.60
2016,125,"Department of Fisheries and Oceans","Other subsidies and payments",25048041.23
2016,125,"Department of Fisheries and Oceans","External revenues",-40667957.19
2016,125,"Department of Fisheries and Oceans","Internal revenues",-4000.00
2016,126,"Department of Foreign Affairs, Trade and Development","Personnel",1095065367.72
2016,126,"Department of Foreign Affairs, Trade and Development","Transportation and communications",106735263.73
2016,126,"Department of Foreign Affairs, Trade and Development","Information",14013081.03
2016,126,"Department of Foreign Affairs, Trade and Development","Professional and special services",259950001.26
2016,126,"Department of Foreign Affairs, Trade and Development","Rentals",197029493.73
2016,126,"Department of Foreign Affairs, Trade and Development","Repair and maintenance",26295946.50
2016,126,"Department of Foreign Affairs, Trade and Development","Utilities, materials and supplies",42984310.51
2016,126,"Department of Foreign Affairs, Trade and Development","Acquisition of land, buildings and works",93759186.98
2016,126,"Department of Foreign Affairs, Trade and Development","Acquisition of machinery and equipment",48831044.81
2016,126,"Department of Foreign Affairs, Trade and Development","Transfer payments",4314712271.23
2016,126,"Department of Foreign Affairs, Trade and Development","Other subsidies and payments",93981131.18
2016,126,"Department of Foreign Affairs, Trade and Development","External revenues",-32266243.23
2016,126,"Department of Foreign Affairs, Trade and Development","Internal revenues",-1066048.90
2016,127,"Department of Health","Personnel",888085393.85
2016,127,"Department of Health","Transportation and communications",286506883.30
2016,127,"Department of Health","Information",13123433.01
2016,127,"Department of Health","Professional and special services",509666044.60
2016,127,"Department of Health","Rentals",16187275.91
2016,127,"Department of Health","Repair and maintenance",17178569.31
2016,127,"Department of Health","Utilities, materials and supplies",556079903.49
2016,127,"Department of Health","Acquisition of land, buildings and works",960152.52
2016,127,"Department of Health","Acquisition of machinery and equipment",60724939.89
2016,127,"Department of Health","Transfer payments",2031885417.99
2016,127,"Department of Health","Other subsidies and payments",16602440.66
2016,127,"Department of Health","External revenues",-228048376.69
2016,127,"Department of Health","Internal revenues",-15734954.29
2016,128,"Department of Employment and Social Development","Personnel",1890262179.46
2016,128,"Department of Employment and Social Development","Transportation and communications",89849448.94
2016,128,"Department of Employment and Social Development","Information",63819517.44
2016,128,"Department of Employment and Social Development","Professional and special services",639467239.90
2016,128,"Department of Employment and Social Development","Rentals",214255309.16
2016,128,"Department of Employment and Social Development","Repair and maintenance",6572404.86
2016,128,"Department of Employment and Social Development","Utilities, materials and supplies",7548013.98
2016,128,"Department of Employment and Social Development","Acquisition of machinery and equipment",31247235.94
2016,128,"Department of Employment and Social Development","Transfer payments",55097526418.31
2016,128,"Department of Employment and Social Development","Other subsidies and payments",228810733.17
2016,128,"Department of Employment and Social Development","External revenues",-345026563.52
2016,128,"Department of Employment and Social Development","Internal revenues",-1585366233.41
2016,129,"Department of Crown-Indigenous Relations and Northern Affairs","Personnel",434077850.69
2016,129,"Department of Crown-Indigenous Relations and Northern Affairs","Transportation and communications",24742421.24
2016,129,"Department of Crown-Indigenous Relations and Northern Affairs","Information",7142243.69
2016,129,"Department of Crown-Indigenous Relations and Northern Affairs","Professional and special services",266655100.80
2016,129,"Department of Crown-Indigenous Relations and Northern Affairs","Rentals",17583174.27
2016,129,"Department of Crown-Indigenous Relations and Northern Affairs","Repair and maintenance",1539841.36
2016,129,"Department of Crown-Indigenous Relations and Northern Affairs","Utilities, materials and supplies",3695271.69
2016,129,"Department of Crown-Indigenous Relations and Northern Affairs","Acquisition of land, buildings and works",42856736.23
2016,129,"Department of Crown-Indigenous Relations and Northern Affairs","Acquisition of machinery and equipment",4999405.38
2016,129,"Department of Crown-Indigenous Relations and Northern Affairs","Transfer payments",8144984804.46
2016,129,"Department of Crown-Indigenous Relations and Northern Affairs","Other subsidies and payments",186492594.79
2016,129,"Department of Crown-Indigenous Relations and Northern Affairs","Internal revenues",-2264394.26
2016,130,"Department of Industry","Personnel",477196396.30
2016,130,"Department of Industry","Transportation and communications",11921391.33
2016,130,"Department of Industry","Information",8974358.06
2016,130,"Department of Industry","Professional and special services",120779443.20
2016,130,"Department of Industry","Rentals",16257408.97
2016,130,"Department of Industry","Repair and maintenance",11078105.91
2016,130,"Department of Industry","Utilities, materials and supplies",5855740.89
2016,130,"Department of Industry","Acquisition of machinery and equipment",15818373.73
